biedron,bosak,duda,holownia,jakubiak,kosiniak,piotrowski,tanajno,trzaskowski,witkowski,zoltek
2.033756039445834,6.514796700482065,48.993637913920665,12.807130855733458,0.20251909554772518,2.601481266466628,0.13217349305732853,0.1482307831716564,26.19497767205503,0.1343566923815036,0.2369394877377431
