biedron,bosak,duda,holownia,jakubiak,kosiniak,piotrowski,tanajno,trzaskowski,witkowski,zoltek
2.2932295116311447,6.806858061905252,42.04720382773127,14.082768052445228,0.17407354875816042,2.3177253782383014,0.1078468751341905,0.14340329240062094,31.644411103751867,0.14616843006543942,0.23631191793852155
