biedron,bosak,duda,holownia,jakubiak,kosiniak,piotrowski,tanjano,trzaskowski,witkowski,zoltek
2.2245829788508993,6.781367795804115,43.50232282733714,13.865319360573578,0.1732249220258765,2.364757765674953,0.10844253863339441,0.14367542419745571,30.462011031743884,0.14048881458843263,0.23380654057027647
