symbol_kontrolny,typ_obszaru,numer_obwodu,siedziba,wyborcy_uprawnieni,niewazne,wynik_biedron_proc,wynik_bosak_proc,wynik_duda_proc,wynik_holownia_proc,wynik_jakubiak_proc,wynik_kosiniak_proc,wynik_piotrowski_proc,wynik_tanajno_proc,wynik_trzaskowski_proc,wynik_witkowski_proc,wynik_zoltek_proc
a086-4a49-90fd-9dc1-6e6a-faa7-40db-a51f,wieś,2,"Szkoła Podstawowa im. A. Malatyńskiego w Miechowie-Charsznicy, Miechów-Charsznica ul. Szkolna 14, 32-250 Charsznica",1006,1,0.844594594594595,5.74324324324324,61.4864864864865,9.7972972972973,0.168918918918919,7.26351351351351,0.168918918918919,0.168918918918919,14.1891891891892,0.168918918918919,0
5ac0-8566-abc6-1b56-b50e-4950-f752-1f54,wieś,1,"Szkoła Podstawowa im. Adama Mickiewicza w Bożewie, Bożewo Nowe ul. Szkolna 2, 09-215 Bożewo",724,0,0.884955752212389,7.9646017699115,61.7256637168142,12.6106194690266,0.221238938053097,4.20353982300885,0,0.221238938053097,11.7256637168142,0.221238938053097,0.221238938053097
ae90-4bb0-48a5-2910-d5ad-b7ba-b5c3-516b,wieś,2,"Szkoła Podstawowa im. Adama Mickiewicza w Bożewie, Bożewo Nowe ul. Szkolna 2, 09-215 Bożewo",651,1,0,4.72222222222222,74.1666666666667,6.66666666666667,0,6.11111111111111,0,0,7.77777777777778,0,0.555555555555556
a6ec-351d-997e-e788-6f8e-9418-881f-03b2,wieś,1,"Szkoła Podstawowa im. Adama Mickiewicza, Pl. Mickiewicza 2, 62-120 Wapno",1657,8,2.45726495726496,6.41025641025641,41.7735042735043,19.2307692307692,0.106837606837607,5.98290598290598,0.106837606837607,0,23.3974358974359,0.106837606837607,0.427350427350427
9965-a635-e5dd-d4b4-7901-ab5c-1dea-dbaf,wieś,2,"Szkoła Podstawowa im. Adama Mickiewicza, Pl. Mickiewicza 2, 62-120 Wapno",615,0,2.56410256410256,3.13390313390313,48.4330484330484,23.9316239316239,0,2.27920227920228,0.284900284900285,0,19.3732193732194,0,0
4cb5-a2fd-24ba-34ed-77de-13e3-da97-84bb,wieś,1,"Szkoła Podstawowa im. Adama Mickiewicza, ul. Mickiewicza 16, 80-209 Chwaszczyno",1482,5,1.84842883548983,7.11645101663586,30.0369685767098,19.8706099815157,0.092421441774492,2.12569316081331,0.092421441774492,0.092421441774492,38.4473197781885,0,0.277264325323475
a5c8-df86-0795-653f-05b5-0b62-8644-2ee0,wieś,2,"Szkoła Podstawowa im. Adama Mickiewicza, ul. Mickiewicza 16, 80-209 Chwaszczyno",1442,3,1.15658362989324,7.02846975088968,29.3594306049822,20.2846975088968,0.266903914590747,1.86832740213523,0,0.088967971530249,39.5017793594306,0,0.444839857651246
d54f-b029-6003-477d-e1ba-7e58-6b14-a721,miasto,1,"Szkoła Podstawowa im. Arkadego Fiedlera, ul. Mostowa 10, 64-360 Zbąszyń",1591,1,2.14477211796247,7.23860589812333,30.6523681858802,20.7327971403038,0,1.69794459338695,0.089365504915103,0.178731009830206,36.9973190348525,0.089365504915103,0.178731009830206
8c7d-0c85-dc31-7458-0325-8d0e-70c5-0f5a,wieś,2,"Szkoła Podstawowa im. Arkadego Fiedlera, ul. Mostowa 10, 64-360 Zbąszyń",1053,2,0.666666666666667,9.83333333333333,31.6666666666667,21.5,0.166666666666667,2.66666666666667,0,0.166666666666667,33.1666666666667,0,0.166666666666667
7f65-0c0f-51ff-3755-2265-1b31-572e-68a0,wieś,1,"Szkoła Podstawowa im. Armii Krajowej, Jabłonna Szkolna 2, 05-110 JABŁONNA",1818,7,2.32383808095952,5.5472263868066,33.1334332833583,14.0929535232384,0.299850074962519,1.94902548725637,0.07496251874063,0.374812593703148,41.7541229385307,0.07496251874063,0.374812593703148
441e-dc4d-d2f5-4ca0-5763-055d-8a5f-bf16,wieś,2,"Szkoła Podstawowa im. Armii Krajowej, Jabłonna Szkolna 2, 05-110 JABŁONNA",2104,5,2.11132437619962,5.95009596928983,29.0467050543826,16.8905950095969,0,2.36724248240563,0.255918106206014,0.383877159309021,42.6743442098528,0.063979526551504,0.255918106206014
5811-b6f7-2768-043e-79ba-0bd8-4810-2f11,wieś,3,"Szkoła Podstawowa im. Armii Krajowej, Jabłonna Szkolna 2, 05-110 JABŁONNA",1297,2,2.8169014084507,6.50054171180932,25.4604550379198,17.4431202600217,0.108342361863489,2.05850487540628,0.108342361863489,0.216684723726977,44.6370530877573,0.108342361863489,0.541711809317443
a7b8-7908-d032-ac43-f6fb-c3a4-a9b6-1c72,wieś,4,"Szkoła Podstawowa im. Armii Krajowej, Jabłonna Szkolna 2, 05-110 JABŁONNA",1398,1,1.72764227642276,5.58943089430894,41.1585365853659,12.9065040650407,0.101626016260163,1.93089430894309,0,0,36.4837398373984,0.101626016260163,0
2e61-8787-07ac-627e-f813-0ab4-88a1-45cc,miasto,353,"Szkoła Podstawowa im. Bogdana Jańskiego w Krakowie, os. Niepodległości 19, 31-862 Kraków",1025,1,3.61111111111111,6.11111111111111,40.1388888888889,9.44444444444444,0.277777777777778,1.25,0,0.416666666666667,38.4722222222222,0,0.277777777777778
753b-3891-908e-61f1-b86a-49e5-e13a-d6f5,miasto,354,"Szkoła Podstawowa im. Bogdana Jańskiego w Krakowie, os. Niepodległości 19, 31-862 Kraków",1296,0,3.34051724137931,9.59051724137931,36.3146551724138,13.9008620689655,0.323275862068966,1.93965517241379,0.21551724137931,0.21551724137931,33.5129310344828,0.21551724137931,0.431034482758621
5cdc-1e91-04da-4b95-c5dd-fe52-0b55-7b75,miasto,1,"Szkoła Podstawowa im. Bohaterów Westerplatte, ul. Kolejowa 3, 64-020 Czempiń",1742,2,2.51954821894005,7.55864465682016,33.1885317115552,16.4205039096438,0,3.21459600347524,0.173761946133797,0.173761946133797,36.1424847958297,0.260642919200695,0.347523892267593
d19e-5602-833f-15be-5775-ee01-5fe0-c329,wieś,3,"Szkoła Podstawowa im. Bohaterów Westerplatte, ul. Kolejowa 3, 64-020 Czempiń",1989,3,1.53061224489796,6.12244897959184,41.4115646258503,22.0238095238095,0.085034013605442,3.40136054421769,0.255102040816327,0.170068027210884,24.7448979591837,0.085034013605442,0.170068027210884
7e5b-5666-ab4f-810e-0e4e-5fcb-3398-57e6,miasto,226,"Szkoła Podstawowa im. Bł. Celiny Borzęckiej, ul. Malborska 98, 30-624 Kraków",973,0,4.16666666666667,8.47222222222222,24.4444444444444,18.8888888888889,0.138888888888889,3.61111111111111,0.138888888888889,0.416666666666667,39.3055555555556,0.416666666666667,0
