biedron,bosak,duda,holownia,jakubiak,kosiniak,piotrowski,tanajno,trzaskowski,witkowski,zoltek
1.9643934271314056,6.684752560606486,49.017630664048724,13.04112802317283,0.1700083894479388,2.543023663569821,0.110700269833449,0.14470687979119595,25.980384178517195,0.11896148400012428,0.22431045988083137
